identifier,code_system,disease_code,preferred_name,evs_nci_code,corrected_preferred_name_for_icd9,date_last_created,date_last_updated,site_code,site_name,disease_code_site_code,evs_preferred_name,comments
5835,ICD-O-3,8312/3,"Renal cell carcinoma, NOS",C9385,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8312/3C25.0,Renal Cell Carcinoma,
5836,ICD-O-3,8160/3,Cholangiocarcinoma,C4436,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8160/3C25.0,Cholangiocarcinoma,
5837,ICD-O-3,8010/3,"Carcinoma, NOS",C3850,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8010/3C25.0,Pancreatic Carcinoma,
5838,ICD-O-3,8041/3,"Small cell carcinoma, NOS",C95583,,2020-06-05 17:20:00.161134,,C25.9,"Pancreas, NOS",8041/3C25.9,Pancreatic Small Cell Carcinoma,
5839,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C8294,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8140/3C25.0,Pancreatic Adenocarcinoma,
5840,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C9120,,2020-06-05 17:20:00.161134,,C25.3,Pancreatic duct,8140/3C25.3,Pancreatic Ductal Adenocarcinoma,
5841,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C8294,,2020-06-05 17:20:00.161134,,C25.1,Body of pancreas,8140/3C25.1,Pancreatic Adenocarcinoma,
5842,ICD-O-3,8098/3,Adenoid basal carcinoma,C27535,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8098/3C25.0,Skin Adenoid Basal Cell Carcinoma,
5843,ICD-O-3,8410/3,Sebaceous carcinoma,C40310,,2020-06-05 17:20:00.161134,,C25.9,"Pancreas, NOS",8410/3C25.9,Sebaceous Carcinoma,
5844,ICD-O-3,8410/3,Sebaceous carcinoma,C40310,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8410/3C25.0,Sebaceous Carcinoma,
5845,ICD-O-3,8410/3,Sebaceous carcinoma,C40310,,2020-06-05 17:20:00.161134,,C25.7,Other specified parts of pancreas,8410/3C25.7,Sebaceous Carcinoma,
5846,ICD-O-3,8000/3,"Neoplasm, malignant",C9005,,2020-06-05 17:20:00.161134,,C25.1,Body of pancreas,8000/3C25.1,Malignant Pancreatic Neoplasm,
5847,ICD-O-3,8046/3,Non-small cell carcinoma,C65151,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8046/3C25.0,Non-Small Cell Carcinoma,
5848,ICD-O-3,8503/3,Intraductal papillary adenocarcinoma with invasion,C7439,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8503/3C25.0,Intraductal Papillary Adenocarcinoma with Invasion,
5849,ICD-O-3,8150/3,"Pancreatic neuroendocrine tumor, nonfunctioning",C95585,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8150/3C25.0,Non-Functioning Pancreatic Neuroendocrine Tumor G1,
5850,ICD-O-3,9709/3,"Cutaneous T-cell lymphoma, NOS",C3467,,2020-06-05 17:20:00.161134,,C44.9,"Skin, NOS",9709/3C44.9,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,
5851,ICD-O-3,9975/3,"Myeloproliferative neoplasm, unclassifiable",C27780,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9975/3C42.1,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable",
5852,ICD-O-3,9695/3,"Follicular lymphoma, grade 1",C3465,,2020-06-05 17:20:00.161134,,C77.9,"Lymph node, NOS",9695/3C77.9,Grade 1 Follicular Lymphoma,
5853,ICD-O-3,9695/3,"Follicular lymphoma, grade 1",C3465,,2020-06-05 17:20:00.161134,,C77.4,Lymph nodes of inguinal region or leg,9695/3C77.4,Grade 1 Follicular Lymphoma,
5854,ICD-O-3,9650/3,"Hodgkin lymphoma, NOS",C9357,,2020-06-05 17:20:00.161134,,C77.9,"Lymph node, NOS",9650/3C77.9,Hodgkin Lymphoma,
5855,ICD-O-3,9650/3,"Hodgkin lymphoma, NOS",C9357,,2020-06-05 17:20:00.161134,,C77.0,"Lymph nodes of head, face and neck",9650/3C77.0,Hodgkin Lymphoma,
5856,ICD-O-3,9650/3,"Hodgkin lymphoma, NOS",C9357,,2020-06-05 17:20:00.161134,,C49.0,"Connective, subcutaneous and other soft tissues of head, face, and neck",9650/3C49.0,Hodgkin Lymphoma,
5857,ICD-O-3,9719/3,"NK/T-cell lymphoma, nasal and nasal type",C4684,,2020-06-05 17:20:00.161134,,C77.9,"Lymph node, NOS",9719/3C77.9,Nasal Type Extranodal NK/T-Cell Lymphoma,
5858,ICD-O-3,9675/3,"Malignant lymphoma, mixed small and large cell, diffuse",C3463,,2020-06-05 17:20:00.161134,,C77.9,"Lymph node, NOS",9675/3C77.9,Diffuse Mixed Cell Lymphoma,
5859,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4349,,2020-06-05 17:20:00.161134,,C18,COLON,8140/3C18,Colon Adenocarcinoma,
5860,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4004,,2020-06-05 17:20:00.161134,,C16.1,Fundus of stomach,8140/3C16.1,Gastric Adenocarcinoma,
5861,ICD-O-3,9811/3,"B lymphoblastic leukemia/lymphoma, NOS",C80326,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9811/3C42.1,"B Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified",
5862,ICD-O-3,8720/3,"Malignant melanoma, NOS",C4558,,2020-06-05 17:20:00.161134,,C69.4,Ciliary body,8720/3C69.4,Ciliary Body Melanoma,
5863,ICD-O-3,9691/3,"Follicular lymphoma, grade 2",C8968,,2020-06-05 17:20:00.161134,,C42.2,Spleen,9691/3C42.2,Grade 2 Follicular Lymphoma,
5864,ICD-O-3,8230/2,"Ductal carcinoma in situ, solid type",C66933,,2020-06-05 17:20:00.161134,,C50,BREAST,8230/2C50,"Ductal Breast Carcinoma In Situ, Solid Type",
5865,ICD-O-3,9085/3,Mixed germ cell tumor,C6347,,2020-06-05 17:20:00.161134,,C62.0,Undescended testis,9085/3C62.0,Testicular Mixed Germ Cell Tumor,
5866,ICD-O-3,8144/3,"Adenocarcinoma, intestinal type",C116316,,2020-06-05 17:20:00.161134,,C11.0,Superior wall of nasopharynx,8144/3C11.0,"Sinonasal Adenocarcinoma, Intestinal-Type",
5867,ICD-O-3,8144/3,"Adenocarcinoma, intestinal type",C4126,,2020-06-05 17:20:00.161134,,C18,COLON,8144/3C18,Intestinal-Type Adenocarcinoma,
5868,ICD-O-3,8144/3,"Adenocarcinoma, intestinal type",C4126,,2020-06-05 17:20:00.161134,,C25,PANCREAS,8144/3C25,Intestinal-Type Adenocarcinoma,
5869,ICD-O-3,8144/3,"Adenocarcinoma, intestinal type",C4126,,2020-06-05 17:20:00.161134,,C17,SMALL INTESTINE,8144/3C17,Intestinal-Type Adenocarcinoma,
5870,ICD-O-3,8500/3,"Infiltrating duct carcinoma, NOS",C4194,,2020-06-05 17:20:00.161134,,C50,BREAST,8500/3C50,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5871,ICD-O-3,9987/3,"Therapy-related myelodysplastic syndrome, NOS",C27722,,2020-06-05 17:20:00.161134,,C42,HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS,9987/3C42,Therapy-Related Myelodysplastic Syndrome,
5872,ICD-O-3,9717/3,Intestinal T-cell lymphoma,C150495,,2020-06-05 17:20:00.161134,,C42.0,Blood,9717/3C42.0,Intestinal T-Cell Lymphoma,
5873,ICD-O-3,9717/3,Intestinal T-cell lymphoma,C150495,,2020-06-05 17:20:00.161134,,C18.8,Overlapping lesion of colon,9717/3C18.8,Intestinal T-Cell Lymphoma,
5874,ICD-O-3,8525/3,Polymorphous adenocarcinoma,C35702,,2020-06-05 17:20:00.161134,,C03.0,Upper gum,8525/3C03.0,Salivary Gland Polymorphous Low Grade Adenocarcinoma,
5875,ICD-O-3,8230/3,"Solid carcinoma, NOS",C4137,,2020-06-05 17:20:00.161134,,C50,BREAST,8230/3C50,Solid Carcinoma,
5876,ICD-O-3,8140/1,Atypical adenoma,C7559,,2020-06-05 17:20:00.161134,,C61.9,Prostate gland,8140/1C61.9,Atypical Adenoma,
5877,ICD-O-3,8140/1,Atypical adenoma,C7559,,2020-06-05 17:20:00.161134,,C70.1,Spinal meninges,8140/1C70.1,Atypical Adenoma,
5878,ICD-O-3,8700/3,"Pheochromocytoma, NOS",C4220,,2020-06-05 17:20:00.161134,,C77.0,"Lymph nodes of head, face and neck",8700/3C77.0,Malignant Adrenal Gland Pheochromocytoma,
5879,ICD-O-3,8700/3,"Pheochromocytoma, NOS",C3326,,2020-06-05 17:20:00.161134,,C74.0,Cortex of adrenal gland,8700/3C74.0,Adrenal Gland Pheochromocytoma,
5880,ICD-O-3,9684/3,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS",C3461,,2020-06-05 17:20:00.161134,,C77.0,"Lymph nodes of head, face and neck",9684/3C77.0,Immunoblastic Lymphoma,
5881,ICD-O-3,9684/3,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS",C3461,,2020-06-05 17:20:00.161134,,C80.9,Unknown primary site,9684/3C80.9,Immunoblastic Lymphoma,
5882,ICD-O-3,9684/3,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS",C3461,,2020-06-05 17:20:00.161134,,C42.0,Blood,9684/3C42.0,Immunoblastic Lymphoma,
5883,ICD-O-3,9684/3,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS",C3461,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9684/3C42.1,Immunoblastic Lymphoma,
5884,ICD-O-3,9716/3,Hepatosplenic T-cell lymphoma,C8459,,2020-06-05 17:20:00.161134,,C42.0,Blood,9716/3C42.0,Hepatosplenic T-Cell Lymphoma,
5885,ICD-O-3,8200/3,Adenoid cystic carcinoma,C5818,,2020-06-05 17:20:00.161134,,C11.0,Superior wall of nasopharynx,8200/3C11.0,Pharyngeal Adenoid Cystic Carcinoma,
5886,ICD-O-3,8200/3,Adenoid cystic carcinoma,C8179,,2020-06-05 17:20:00.161134,,C03.0,Upper gum,8200/3C03.0,Oral Cavity Adenoid Cystic Carcinoma,
5887,ICD-O-3,8200/3,Adenoid cystic carcinoma,C2970,,2020-06-05 17:20:00.161134,,C00,LIP,8200/3C00,Adenoid Cystic Carcinoma,
5888,ICD-O-3,8200/3,Adenoid cystic carcinoma,C5905,,2020-06-05 17:20:00.161134,,C08,OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS,8200/3C08,Major Salivary Gland Adenoid Cystic Carcinoma,
5889,ICD-O-3,8523/3,Infiltrating duct mixed with other types of carcinoma,C7688,,2020-06-05 17:20:00.161134,,C50,BREAST,8523/3C50,Invasive Ductal and Lobular Carcinoma,
5890,ICD-O-3,8721/3,Nodular melanoma,C4225,,2020-06-05 17:20:00.161134,,C71.0,Cerebrum,8721/3C71.0,Cutaneous Nodular Melanoma,
5891,ICD-O-3,8721/3,Nodular melanoma,C4225,,2020-06-05 17:20:00.161134,,C49.1,"Connective, subcutaneous and other soft tissues of upper limb and shoulder",8721/3C49.1,Cutaneous Nodular Melanoma,
5892,ICD-O-3,8721/3,Nodular melanoma,C4225,,2020-06-05 17:20:00.161134,,C44,SKIN,8721/3C44,Cutaneous Nodular Melanoma,
5893,ICD-O-3,8721/3,Nodular melanoma,C4225,,2020-06-05 17:20:00.161134,,C44.7,Skin of lower limb and hip,8721/3C44.7,Cutaneous Nodular Melanoma,
5894,ICD-O-3,9837/3,Precursor T-cell lymphoblastic leukemia,C3183,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9837/3C42.1,T Acute Lymphoblastic Leukemia,
5895,ICD-O-3,9837/3,Precursor T-cell lymphoblastic leukemia,C3183,,2020-06-05 17:20:00.161134,,C42.0,Blood,9837/3C42.0,T Acute Lymphoblastic Leukemia,
5896,ICD-O-3,8770/3,Malignant Spitz tumor,C165497,,2020-06-05 17:20:00.161134,,C69.9,"Eye, NOS",8770/3C69.9,Spitz Melanoma,
5897,ICD-O-3,8560/3,Adenosquamous carcinoma,C5721,,2020-06-05 17:20:00.161134,,C25,PANCREAS,8560/3C25,Pancreatic Adenosquamous Carcinoma,
5898,ICD-O-3,8746/3,Mucosal lentiginous melanoma,C48622,,2020-06-05 17:20:00.161134,,C20,RECTUM,8746/3C20,Mucosal Lentiginous Melanoma,
5899,ICD-O-3,8090/3,"Basal cell carcinoma, NOS",C156767,,2020-06-05 17:20:00.161134,,C72.8,Overlapping lesion of brain and central nervous system,8090/3C72.8,Basal Cell Carcinoma,
5900,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C4038,,2020-06-05 17:20:00.161134,,C34.0,Main bronchus,8240/3C34.0,Lung Carcinoid Tumor,
5901,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C96062,,2020-06-05 17:20:00.161134,,C26.0,"Intestinal tract, NOS",8240/3C26.0,Intestinal Neuroendocrine Tumor,
5902,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C135212,,2020-06-05 17:20:00.161134,,C18,COLON,8240/3C18,Colon Neuroendocrine Tumor,
5903,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C2915,,2020-06-05 17:20:00.161134,,C75,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,8240/3C75,Carcinoid Tumor,
5904,ICD-O-3,8075/3,"Squamous cell carcinoma, adenoid",C4106,,2020-06-05 17:20:00.161134,,C03.0,Upper gum,8075/3C03.0,Pseudoglandular Squamous Cell Carcinoma,
5905,ICD-O-3,8000/3,"Neoplasm, malignant",C8561,,2020-06-05 17:20:00.161134,,C63.9,"Male genital organs, NOS",8000/3C63.9,Malignant Male Reproductive System Neoplasm,
5906,ICD-O-3,8000/3,"Neoplasm, malignant",C9334,,2020-06-05 17:20:00.161134,,C67.3,Anterior wall of bladder,8000/3C67.3,Malignant Bladder Neoplasm,
5907,ICD-O-3,8000/3,"Neoplasm, malignant",C4571,,2020-06-05 17:20:00.161134,,C39.9,Ill-defined sites within respiratory system,8000/3C39.9,Malignant Respiratory Tract Neoplasm,
5908,ICD-O-3,8000/3,"Neoplasm, malignant",C9334,,2020-06-05 17:20:00.161134,,C67.0,Trigone of bladder,8000/3C67.0,Malignant Bladder Neoplasm,
5909,ICD-O-3,8000/3,"Neoplasm, malignant",C9317,,2020-06-05 17:20:00.161134,,C03.0,Upper gum,8000/3C03.0,Malignant Gingival Neoplasm,
5910,ICD-O-3,8000/3,"Neoplasm, malignant",C35812,,2020-06-05 17:20:00.161134,,C77.9,"Lymph node, NOS",8000/3C77.9,Malignant Lymph Node Neoplasm,
5911,ICD-O-3,8000/3,"Neoplasm, malignant",C3575,,2020-06-05 17:20:00.161134,,C75.9,"Endocrine gland, NOS",8000/3C75.9,Malignant Endocrine Neoplasm,
5912,ICD-O-3,8000/3,"Neoplasm, malignant",C7543,,2020-06-05 17:20:00.161134,,C66.9,Ureter,8000/3C66.9,Malignant Ureter Neoplasm,
5913,ICD-O-3,8000/3,"Neoplasm, malignant",C9305,,2020-06-05 17:20:00.161134,,C998,Disease  not specified,8000/3C998,Malignant Neoplasm,
5914,ICD-O-3,8000/3,"Neoplasm, malignant",C35501,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,8000/3C42.1,Malignant Bone Marrow Neoplasm,
5915,ICD-O-3,8000/3,"Neoplasm, malignant",C9335,,2020-06-05 17:20:00.161134,,C50,BREAST,8000/3C50,Malignant Breast Neoplasm,
5916,ICD-O-3,8000/3,"Neoplasm, malignant",C4767,,2020-06-05 17:20:00.161134,,C69.9,"Eye, NOS",8000/3C69.9,Malignant Eye Neoplasm,
5917,ICD-O-3,8046/3,Non-small cell carcinoma,C2926,,2020-06-05 17:20:00.161134,,C34,BRONCHUS AND LUNG,8046/3C34,Lung Non-Small Cell Carcinoma,
5918,ICD-O-3,8861/0,"Angiolipoma, NOS",C3733,,2020-06-05 17:20:00.161134,,C64.9,"Kidney, NOS",8861/0C64.9,Angiolipoma,
5919,ICD-O-3,8586/3,"Thymic carcinoma, NOS",C7569,,2020-06-05 17:20:00.161134,,C75.9,"Endocrine gland, NOS",8586/3C75.9,Thymic Carcinoma,
5920,ICD-O-3,9705/3,Angioimmunoblastic T-cell lymphoma,C7528,,2020-06-05 17:20:00.161134,,C77,LYMPH NODES,9705/3C77,Angioimmunoblastic T-Cell Lymphoma,
5921,ICD-O-3,8221/3,Adenocarcinoma in multiple adenomatous polyps,C4136,,2020-06-05 17:20:00.161134,,C15.9,"Esophagus, NOS",8221/3C15.9,Adenocarcinoma in Multiple Adenomatous Polyps,
5922,ICD-O-3,8981/3,"Carcinosarcoma, embryonal",C34448,,2020-06-05 17:20:00.161134,,C62.0,Undescended testis,8981/3C62.0,Carcinosarcoma,
5923,ICD-O-3,9050/3,"Mesothelioma, malignant",C4456,,2020-06-05 17:20:00.161134,,C34,BRONCHUS AND LUNG,9050/3C34,Malignant Mesothelioma,
5924,ICD-O-3,9590/3,"Malignant lymphoma, NOS",C3208,,2020-06-05 17:20:00.161134,,C77,LYMPH NODES,9590/3C77,Lymphoma,
5925,ICD-O-3,8815/3,"Solitary fibrous tumor, malignant",C6894,,2020-06-05 17:20:00.161134,,C48.0,Retroperitoneum,8815/3C48.0,Malignant Solitary Fibrous Tumor,
5926,ICD-O-3,9451/3,"Oligodendroglioma, anaplastic, NOS",C129322,,2020-06-05 17:20:00.161134,,C71,BRAIN,9451/3C71,"Anaplastic Oligodendroglioma, Not Otherwise Specified",
5927,ICD-O-3,8010/2,"Carcinoma in situ, NOS",C140362,,2020-06-05 17:20:00.161134,,C65.9,Renal pelvis,8010/2C65.9,Stage 0is Renal Pelvis Cancer AJCC v8,
5928,ICD-O-3,8010/2,"Carcinoma in situ, NOS",C140418,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8010/2C67.9,Stage 0is Bladder Cancer AJCC v8,
5929,ICD-O-3,8010/2,"Carcinoma in situ, NOS",C139534,,2020-06-05 17:20:00.161134,,C50,BREAST,8010/2C50,Anatomic Stage 0 Breast Cancer AJCC v8,
5930,ICD-O-3,8010/2,"Carcinoma in situ, NOS",C133894,,2020-06-05 17:20:00.161134,,C17.0,Duodenum,8010/2C17.0,Stage 0 Small Intestinal Adenocarcinoma AJCC v8,
5931,ICD-O-3,8000/0,"Neoplasm, benign",C3628,,2020-06-05 17:20:00.161134,,C73.9,Thyroid gland,8000/0C73.9,Benign Thyroid Gland Neoplasm,
5932,ICD-O-3,8000/0,"Neoplasm, benign",C3609,,2020-06-05 17:20:00.161134,,C54.0,Isthmus uteri,8000/0C54.0,Benign Uterine Neoplasm,
5933,ICD-O-3,8120/2,Urothelial carcinoma in situ,C140418,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8120/2C67.9,Stage 0is Bladder Cancer AJCC v8,
5934,ICD-O-3,9727/3,"Precursor cell lymphoblastic lymphoma, NOS",C9360,,2020-06-05 17:20:00.161134,,C42.0,Blood,9727/3C42.0,Lymphoblastic Lymphoma,
5935,ICD-O-3,9727/3,"Precursor cell lymphoblastic lymphoma, NOS",C45238,,2020-06-05 17:20:00.161134,,C44.9,"Skin, NOS",9727/3C44.9,Cutaneous Precursor Lymphoid Neoplasm,
5936,ICD-O-3,9727/3,"Precursor cell lymphoblastic lymphoma, NOS",C9360,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9727/3C42.1,Lymphoblastic Lymphoma,
5937,ICD-O-3,8170/3,"Hepatocellular carcinoma, NOS",C3828,,2020-06-05 17:20:00.161134,,C22,LIVER AND INTRAHEPATIC BILE DUCTS,8170/3C22,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,
5938,ICD-O-3,9834/3,"Prolymphocytic leukemia, T-cell type",C4752,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9834/3C42.1,T-Cell Prolymphocytic Leukemia,
5939,ICD-O-3,9013/0,"Adenofibroma, NOS",C6930,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",9013/0C67.9,Mixed Neoplasm,
5940,ICD-O-3,8370/3,Adrenal cortical carcinoma,C9325,,2020-06-05 17:20:00.161134,,C74.0,Cortex of adrenal gland,8370/3C74.0,Adrenal Cortex Carcinoma,
5941,ICD-O-3,9975/3,"Myeloproliferative neoplasm, unclassifiable",C27780,,2020-06-05 17:20:00.161134,,C42.0,Blood,9975/3C42.0,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable",
5942,ICD-O-3,9975/3,"Myeloproliferative neoplasm, unclassifiable",C27780,,2020-06-05 17:20:00.161134,,C42,HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS,9975/3C42,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable",
5943,ICD-O-3,9992/3,Refractory thrombocytopenia,C82594,,2020-06-05 17:20:00.161134,,C42.0,Blood,9992/3C42.0,Refractory Thrombocytopenia,
5944,ICD-O-3,8890/3,"Leiomyosarcoma, NOS",C121571,,2020-06-05 17:20:00.161134,,C48.8,Overlapping lesion of retroperitoneum and peritoneum,8890/3C48.8,Leiomyosarcoma of Deep Soft Tissue,
5945,ICD-O-3,8890/3,"Leiomyosarcoma, NOS",C6340,,2020-06-05 17:20:00.161134,,C55,"UTERUS, NOS",8890/3C55,Uterine Corpus Leiomyosarcoma,
5946,ICD-O-3,8890/3,"Leiomyosarcoma, NOS",C3158,,2020-06-05 17:20:00.161134,,C77.9,"Lymph node, NOS",8890/3C77.9,Leiomyosarcoma,
6531,ICD10,E28.9,"Ovarian dysfunction, unspecified",C26841,,2020-11-18 21:09:45.217658,,,,,,
5947,ICD-O-3,8890/3,"Leiomyosarcoma, NOS",C162495,,2020-06-05 17:20:00.161134,,C63.1,Spermatic cord,8890/3C63.1,Paratesticular Leiomyosarcoma,
5948,ICD-O-3,8890/3,"Leiomyosarcoma, NOS",C3158,,2020-06-05 17:20:00.161134,,C49,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",8890/3C49,Leiomyosarcoma,
5949,ICD-O-3,8073/3,"Squamous cell carcinoma, small cell, nonkeratinizing",C65175,,2020-06-05 17:20:00.161134,,C11.0,Superior wall of nasopharynx,8073/3C11.0,Non-Keratinizing Small Cell Squamous Cell Carcinoma,
5950,ICD-O-3,8950/3,Mullerian mixed tumor,C3730,,2020-06-05 17:20:00.161134,,C51.0,Labium majus,8950/3C51.0,Mixed Mesodermal (Mullerian) Tumor,
5951,ICD-O-3,9695/3,"Follicular lymphoma, grade 1",C3465,,2020-06-05 17:20:00.161134,,C77.0,"Lymph nodes of head, face and neck",9695/3C77.0,Grade 1 Follicular Lymphoma,
5952,ICD-O-3,9695/3,"Follicular lymphoma, grade 1",C3465,,2020-06-05 17:20:00.161134,,C77,LYMPH NODES,9695/3C77,Grade 1 Follicular Lymphoma,
5953,ICD-O-3,9695/3,"Follicular lymphoma, grade 1",C3465,,2020-06-05 17:20:00.161134,,C42.0,Blood,9695/3C42.0,Grade 1 Follicular Lymphoma,
5954,ICD-O-3,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy,C80335,,2020-06-05 17:20:00.161134,,C42.0,Blood,9815/3C42.0,B Lymphoblastic Leukemia/Lymphoma with Hyperdiploidy,
5955,ICD-O-3,8253/2,"Adenocarcinoma in situ of the lung, mucinous",C136717,,2020-06-05 17:20:00.161134,,C50,BREAST,8253/2C50,Lung Mucinous Adenocarcinoma In Situ,
5956,ICD-O-3,9820/3,"Lymphoid leukemia, NOS",C7539,,2020-06-05 17:20:00.161134,,C42,HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS,9820/3C42,Lymphoid Leukemia,
5957,ICD-O-3,9984/3,Refractory anemia with excess blasts in transformation,C27080,,2020-06-05 17:20:00.161134,,C42.0,Blood,9984/3C42.0,Refractory Anemia with Excess Blasts in Transformation,
5958,ICD-O-3,9984/3,Refractory anemia with excess blasts in transformation,C27080,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9984/3C42.1,Refractory Anemia with Excess Blasts in Transformation,
5959,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C45569,,2020-06-05 17:20:00.161134,,C34.0,Main bronchus,8246/3C34.0,High Grade Lung Neuroendocrine Neoplasm,
5960,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C95619,,2020-06-05 17:20:00.161134,,C15.2,Abdominal esophagus,8246/3C15.2,Esophageal Neuroendocrine Carcinoma,
5961,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C45569,,2020-06-05 17:20:00.161134,,C34.1,"Upper lobe, lung",8246/3C34.1,High Grade Lung Neuroendocrine Neoplasm,
5962,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C95405,,2020-06-05 17:20:00.161134,,C26.0,"Intestinal tract, NOS",8246/3C26.0,Digestive System Neuroendocrine Carcinoma,
5963,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C171031,,2020-06-05 17:20:00.161134,,C37,THYMUS,8246/3C37,Thymic Neuroendocrine Carcinoma,
5964,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C3773,,2020-06-05 17:20:00.161134,,C77.0,"Lymph nodes of head, face and neck",8246/3C77.0,Neuroendocrine Carcinoma,
5965,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C45569,,2020-06-05 17:20:00.161134,,C34.9,"Lung, NOS",8246/3C34.9,High Grade Lung Neuroendocrine Neoplasm,
5966,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C45569,,2020-06-05 17:20:00.161134,,C34,BRONCHUS AND LUNG,8246/3C34,High Grade Lung Neuroendocrine Neoplasm,
5967,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C3574,,2020-06-05 17:20:00.161134,,C75.4,Carotid body,8246/3C75.4,Malignant Carotid Body Paraganglioma,
5968,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C3773,,2020-06-05 17:20:00.161134,,C75.9,"Endocrine gland, NOS",8246/3C75.9,Neuroendocrine Carcinoma,
5969,ICD-O-3,8524/3,Infiltrating lobular mixed with other types of carcinoma,C6939,,2020-06-05 17:20:00.161134,,C50,BREAST,8524/3C50,Ductal Breast Carcinoma In Situ and Invasive Lobular Carcinoma,
5970,ICD-O-3,8720/2,Melanoma in situ,C137662,,2020-06-05 17:20:00.161134,,C44.0,"Skin of lip, NOS",8720/2C44.0,Pathologic Stage 0 Cutaneous Melanoma AJCC v8,
5971,ICD-O-3,8720/2,Melanoma in situ,C137662,,2020-06-05 17:20:00.161134,,C71.0,Cerebrum,8720/2C71.0,Pathologic Stage 0 Cutaneous Melanoma AJCC v8,
5972,ICD-O-3,8720/2,Melanoma in situ,C137662,,2020-06-05 17:20:00.161134,,C50.0,Nipple,8720/2C50.0,Pathologic Stage 0 Cutaneous Melanoma AJCC v8,
5973,ICD-O-3,8720/2,Melanoma in situ,C137662,,2020-06-05 17:20:00.161134,,C69.9,"Eye, NOS",8720/2C69.9,Pathologic Stage 0 Cutaneous Melanoma AJCC v8,
5974,ICD-O-3,8850/3,"Liposarcoma, NOS",C3194,,2020-06-05 17:20:00.161134,,C41,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",8850/3C41,Liposarcoma,
5975,ICD-O-3,8050/3,"Papillary carcinoma, NOS",C7383,,2020-06-05 17:20:00.161134,,C67.0,Trigone of bladder,8050/3C67.0,Bladder Papillary Urothelial Carcinoma,
5976,ICD-O-3,8050/3,"Papillary carcinoma, NOS",C9134,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8050/3C50.9,Papillary Breast Carcinoma,
